Customer_ID,Branch,City,Gender,Age,Profession,Account_Type,Account_Balance,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Channel,Transaction_Date,Loan_Type,Loan_Amount,Credit_Score,Card_Type,Internet_Banking,Mobile_Banking,Customer_Since_Year,Last_Login_Days_Ago
108151,Pune,Noida,Male,36,Student,Current,389778.6,508151,Withdrawal,102735.25,Mobile App,45241,Personal Loan,102918.56,372,Debit,Yes,Yes,2012,17
108152,Chennai,Pune,Female,43,Retired,Salary,146417.52,508152,Transfer,75605.69,Branch,44863,Personal Loan,400573.57,421,Debit,Yes,Yes,2014,13
108153,Delhi,Bangalore,Female,49,Student,Salary,72662.57,508153,Transfer,195082.99,Mobile App,45334,Education Loan,1091455.77,790,Credit,Yes,Yes,2014,3
108154,Chennai,Ghaziabad,Male,67,Student,Salary,197003.8,508154,Transfer,184489.96,Online,44917,Personal Loan,382579.35,678,Debit,Yes,No,2005,17
108155,Chennai,Ghaziabad,Female,38,Self-Employed,Salary,312651.32,508155,Transfer,150430.51,Branch,45429,Home Loan,282288.37,398,None,Yes,No,2017,82
108156,Kolkata,Bangalore,Female,26,Retired,Savings,338447.23,508156,Transfer,86071.45,Branch,44918,Home Loan,19059.71,562,Credit,Yes,Yes,2022,55
108157,Delhi,Mumbai,Female,60,Retired,Salary,101014.63,508157,Transfer,194695.83,Branch,44639,Education Loan,1965911.97,625,Debit,Yes,Yes,2013,33
108158,Delhi,Noida,Female,36,Student,Savings,125451.55,508158,Transfer,74843.22,Mobile App,44713,Personal Loan,462666.4,748,Credit,No,Yes,2007,78
108159,Hyderabad,Pune,Female,66,Self-Employed,Current,465120.51,508159,Deposit,136928.11,Mobile App,45283,Education Loan,844880.03,853,Credit,No,Yes,2012,11
108160,Bangalore,Bangalore,Male,38,Retired,Salary,193144.85,508160,Transfer,58932.2,Branch,45381,Home Loan,1253868.33,328,None,Yes,No,2016,106
108161,Mumbai,Pune,Female,35,Retired,Savings,157757.18,508161,Payment,167152.07,Online,44741,Personal Loan,492465.49,880,Debit,Yes,Yes,2006,83
108162,Chennai,Mumbai,Female,23,Salaried,Savings,348159.41,508162,Deposit,172040.72,ATM,45150,Car Loan,1627916.86,632,Debit,No,Yes,2006,90
108163,Pune,Pune,Male,52,Student,Salary,234470.67,508163,Deposit,101873.23,ATM,44742,Education Loan,1185035.41,550,None,Yes,No,2005,86
108164,Bangalore,Faridabad,Female,31,Business,Savings,124154.17,508164,Payment,112478.76,Mobile App,45213,Home Loan,1369574.81,506,Credit,No,Yes,2009,92
108165,Pune,Faridabad,Female,26,Student,Salary,205239.28,508165,Withdrawal,189717.07,Online,45350,Home Loan,307354.17,684,None,No,Yes,2022,25
108166,Hyderabad,Faridabad,Female,52,Self-Employed,Savings,72953.44,508166,Withdrawal,28509.72,Mobile App,44793,Car Loan,1445218.54,801,None,No,No,2022,65
108167,Bangalore,Noida,Male,19,Retired,Savings,140502.29,508167,Deposit,94329.99,Branch,44848,Education Loan,105946.01,758,Debit,No,Yes,2022,2
108168,Chennai,Ghaziabad,Female,68,Retired,Current,209812.81,508168,Deposit,105731.77,Mobile App,45105,None,641891.45,887,Credit,Yes,Yes,2019,84
108169,Kolkata,Ghaziabad,Female,23,Salaried,Salary,259478.95,508169,Transfer,163306.92,Online,45056,None,861098.06,714,Credit,Yes,No,2023,36
108170,Kolkata,Delhi,Female,52,Retired,Current,371087.02,508170,Deposit,155585.77,ATM,44614,Home Loan,190250.41,632,None,Yes,No,2018,54
108171,Chennai,Pune,Female,42,Retired,Savings,193086.85,508171,Transfer,120453.54,Online,44794,None,1118448.6,560,Debit,No,No,2018,18
108172,Hyderabad,Faridabad,Female,26,Business,Salary,273306.62,508172,Transfer,31203.11,Online,44659,Home Loan,681877.72,648,None,Yes,No,2022,35
108173,Hyderabad,Noida,Male,67,Student,Current,475552.14,508173,Withdrawal,81300.23,Mobile App,45342,None,270570.43,400,Debit,No,No,2015,55
108174,Delhi,Delhi,Female,48,Retired,Salary,409339.83,508174,Deposit,18332.21,Online,45358,Home Loan,570931.36,649,None,No,No,2015,49
108175,Mumbai,Ghaziabad,Male,24,Self-Employed,Salary,119267.4,508175,Transfer,30155.36,Online,45295,Personal Loan,1160490.63,802,None,Yes,No,2019,92
108176,Pune,Pune,Female,45,Business,Current,107528.18,508176,Deposit,45378.75,Mobile App,45423,Car Loan,450631.9,560,None,No,Yes,2012,108
108177,Kolkata,Pune,Female,19,Business,Current,331685.55,508177,Transfer,66798.61,Online,45210,Home Loan,940540.7,658,None,No,Yes,2009,65
108178,Mumbai,Delhi,Female,18,Salaried,Current,298069.64,508178,Withdrawal,88091.13,Online,44759,None,1380833.46,432,None,No,No,2009,13
108179,Bangalore,Faridabad,Male,54,Self-Employed,Savings,273889.61,508179,Transfer,144161.89,Online,44608,Education Loan,1222678.48,687,Credit,No,No,2023,86
108180,Pune,Bangalore,Male,41,Business,Current,77931.22,508180,Withdrawal,4734.13,ATM,45320,None,1528147.46,305,Debit,Yes,No,2009,49
108181,Pune,Pune,Female,52,Student,Current,181946.21,508181,Payment,174408.28,Online,45205,Car Loan,1383946.17,521,Credit,Yes,No,2009,50
108182,Pune,Pune,Female,24,Self-Employed,Savings,379925.9,508182,Withdrawal,198416.89,Online,44668,None,968768.53,721,None,No,No,2021,64
108183,Bangalore,Bangalore,Male,55,Student,Current,362070.45,508183,Withdrawal,192826.73,Branch,45152,None,1039369.43,662,None,Yes,Yes,2020,2
108184,Chennai,Pune,Male,46,Salaried,Salary,83421.73,508184,Withdrawal,85052.52,Online,44892,Education Loan,529426.93,862,Credit,No,Yes,2005,50
108185,Chennai,Gurgaon,Male,18,Salaried,Salary,214003.08,508185,Payment,79932.17,Branch,45192,Home Loan,1864060.65,307,Debit,Yes,No,2017,15
108186,Chennai,Faridabad,Female,68,Retired,Salary,221914.04,508186,Withdrawal,104512.82,Mobile App,45104,Personal Loan,1803851.16,500,Credit,Yes,Yes,2006,98
108187,Pune,Faridabad,Male,47,Student,Savings,254782.33,508187,Deposit,132954.67,Mobile App,44623,Education Loan,1632829.46,689,None,No,Yes,2016,32
108188,Hyderabad,Noida,Male,69,Student,Current,231118.08,508188,Deposit,55590.72,Branch,45357,Car Loan,298082.16,380,None,No,Yes,2011,104
108189,Kolkata,Gurgaon,Male,63,Salaried,Salary,251356.11,508189,Payment,131021.9,Mobile App,44855,Education Loan,1544622.12,407,Debit,No,No,2010,102
108190,Mumbai,Pune,Male,49,Student,Savings,406759.08,508190,Payment,61917.88,Mobile App,45377,Home Loan,1855038.6,391,None,Yes,No,2011,100
108191,Bangalore,Mumbai,Female,27,Self-Employed,Savings,195344.36,508191,Payment,132167.23,ATM,44597,Car Loan,1819618.32,397,Debit,No,No,2013,81
108192,Mumbai,Gurgaon,Male,51,Retired,Savings,276460.61,508192,Transfer,130573.33,Branch,44869,Personal Loan,1810113.36,456,Debit,Yes,No,2017,91
108193,Kolkata,Gurgaon,Male,28,Retired,Savings,303776.7,508193,Withdrawal,265.74,Mobile App,45147,Personal Loan,1347887.04,638,None,No,No,2016,43
108194,Pune,Ghaziabad,Female,65,Self-Employed,Savings,471210.22,508194,Withdrawal,174262.83,Branch,45167,None,500437.5,765,Debit,No,Yes,2012,88
108195,Mumbai,Delhi,Male,66,Business,Salary,327713.39,508195,Payment,38590.51,Mobile App,44923,None,1171110.67,421,None,Yes,Yes,2019,60
108196,Pune,Ghaziabad,Female,54,Student,Savings,66210.92,508196,Payment,198552.73,Branch,44704,Car Loan,567644.12,511,Credit,Yes,No,2014,89
108197,Mumbai,Mumbai,Male,44,Business,Current,291646.37,508197,Deposit,110053.01,Online,44818,Personal Loan,1601599.69,645,None,No,No,2013,103
108198,Hyderabad,Gurgaon,Female,67,Business,Salary,331297.55,508198,Deposit,77362.49,Branch,45254,Home Loan,344334.58,453,Debit,No,Yes,2008,49
108199,Chennai,Noida,Male,65,Student,Savings,5741.32,508199,Withdrawal,18433.64,Branch,45317,Car Loan,432793.05,754,None,No,No,2011,41
108200,Hyderabad,Mumbai,Female,27,Salaried,Salary,38577.64,508200,Deposit,136228.59,Branch,45423,None,530184.07,559,Debit,Yes,Yes,2011,87
108201,Hyderabad,Pune,Female,55,Student,Salary,10480.05,508201,Deposit,72021.26,Online,44677,None,1188582.43,756,None,No,No,2009,93
108202,Pune,Faridabad,Female,39,Salaried,Current,25078.22,508202,Withdrawal,192598.9,Branch,45142,None,1175947.39,606,None,Yes,Yes,2022,33
108203,Mumbai,Bangalore,Female,41,Self-Employed,Savings,45742.86,508203,Payment,171468.76,Mobile App,45418,Education Loan,1098588.65,697,Debit,Yes,Yes,2017,55
108204,Mumbai,Pune,Female,25,Salaried,Current,478949.93,508204,Payment,24970.1,Mobile App,44877,Personal Loan,290594.66,701,None,Yes,Yes,2018,95
108205,Hyderabad,Faridabad,Female,23,Business,Savings,104153.72,508205,Withdrawal,91591.64,Online,45097,Education Loan,926870.26,551,Debit,No,No,2019,46
108206,Mumbai,Ghaziabad,Male,21,Business,Savings,103074.31,508206,Payment,88877.39,Branch,44720,Car Loan,1856937.45,301,Credit,No,Yes,2007,18
108207,Hyderabad,Pune,Female,22,Business,Salary,428852.32,508207,Payment,141784.21,Mobile App,45374,Education Loan,1876462.99,557,Credit,No,Yes,2017,106
108208,Delhi,Mumbai,Female,23,Salaried,Savings,376625.52,508208,Withdrawal,54662.28,Branch,44972,Personal Loan,960925.53,755,None,Yes,Yes,2021,65
108209,Hyderabad,Ghaziabad,Female,64,Business,Salary,338231.87,508209,Transfer,167260.84,ATM,45092,Car Loan,524804.27,874,Debit,Yes,Yes,2023,36
108210,Bangalore,Noida,Female,49,Retired,Current,211445.94,508210,Payment,188296.3,Branch,44790,Personal Loan,1985347.73,519,None,Yes,No,2012,13
108211,Bangalore,Faridabad,Male,55,Student,Savings,16557.32,508211,Withdrawal,110512.69,Online,44573,Personal Loan,439920.86,391,Debit,Yes,No,2015,8
108212,Mumbai,Pune,Female,68,Business,Savings,413443.36,508212,Transfer,185457.68,Branch,44904,Home Loan,1681874.3,373,Credit,Yes,Yes,2017,92
108213,Hyderabad,Ghaziabad,Male,37,Salaried,Current,430537.33,508213,Deposit,65139.58,Mobile App,45379,Home Loan,589354.86,763,Debit,Yes,No,2008,18
108214,Hyderabad,Pune,Female,57,Business,Current,241414.74,508214,Payment,63534.82,Branch,45155,Home Loan,1819822.77,446,None,Yes,Yes,2005,81
108215,Chennai,Delhi,Male,62,Salaried,Salary,322797.16,508215,Withdrawal,144696.34,Online,44582,None,237876.92,321,None,No,No,2006,42
108216,Pune,Ghaziabad,Male,53,Student,Current,239349.5,508216,Deposit,88928.26,Mobile App,45386,Education Loan,632580.32,321,None,No,No,2019,38
108217,Chennai,Ghaziabad,Male,66,Salaried,Savings,148783.24,508217,Deposit,55303.36,ATM,44683,Home Loan,1285968.27,312,Debit,Yes,No,2015,53
108218,Chennai,Gurgaon,Female,31,Student,Salary,270607.44,508218,Transfer,61996.94,ATM,44580,Car Loan,189348.16,895,None,No,Yes,2015,49
108219,Hyderabad,Delhi,Male,67,Business,Current,344610.82,508219,Withdrawal,166489.51,Branch,44578,None,783452.68,740,Debit,No,No,2008,43
108220,Hyderabad,Delhi,Female,64,Retired,Savings,78123.69,508220,Transfer,129434.78,Branch,45453,Home Loan,787359.43,765,None,No,No,2007,45
108221,Bangalore,Pune,Female,36,Business,Savings,265827.03,508221,Deposit,158313.75,ATM,44634,Education Loan,1022439.4,505,None,No,Yes,2007,92
108222,Kolkata,Noida,Female,28,Student,Savings,388203.9,508222,Payment,82613.73,Online,45127,None,7285.62,784,Credit,Yes,Yes,2005,83
108223,Mumbai,Bangalore,Male,56,Self-Employed,Current,238319.8,508223,Transfer,187770.07,Mobile App,44751,None,1302548.18,570,None,Yes,No,2009,45
108224,Bangalore,Pune,Male,18,Self-Employed,Salary,79290.34,508224,Withdrawal,178152.25,Online,45207,Car Loan,818700.56,832,Debit,No,Yes,2009,80
108225,Chennai,Gurgaon,Female,52,Self-Employed,Current,434992.79,508225,Withdrawal,7254.26,Online,45219,Personal Loan,484195.87,828,Debit,No,No,2007,37
108226,Bangalore,Delhi,Male,36,Business,Salary,337255.57,508226,Deposit,73051.76,Online,45197,Car Loan,412511.61,470,Credit,Yes,Yes,2009,112
108227,Bangalore,Gurgaon,Female,50,Salaried,Current,316631.4,508227,Withdrawal,14877.03,ATM,45159,Education Loan,1550066.66,861,Debit,Yes,Yes,2017,24
108228,Bangalore,Gurgaon,Male,49,Retired,Savings,326183.98,508228,Transfer,47636.43,ATM,45387,Education Loan,572612.67,570,Credit,No,No,2013,42
108229,Chennai,Faridabad,Female,53,Retired,Current,123285.09,508229,Transfer,185144.33,Mobile App,45256,Education Loan,1354592.68,760,Credit,No,Yes,2009,6
108230,Kolkata,Pune,Female,41,Business,Salary,246664.47,508230,Payment,179194.46,ATM,45027,None,19646.7,740,Debit,Yes,No,2010,107
108231,Delhi,Delhi,Male,60,Student,Current,163667.73,508231,Deposit,11313.68,Mobile App,44838,Education Loan,1940594.32,562,Credit,No,Yes,2020,112
108232,Mumbai,Faridabad,Male,24,Business,Salary,416930.22,508232,Deposit,7251.51,Mobile App,44837,Car Loan,160776.6,889,Credit,Yes,Yes,2016,31
108233,Mumbai,Pune,Female,24,Self-Employed,Current,294793.14,508233,Transfer,129214.08,ATM,44754,None,809058.4,573,Credit,Yes,Yes,2008,55
108234,Pune,Ghaziabad,Male,63,Student,Salary,358929.61,508234,Deposit,47245.91,ATM,44719,Car Loan,1335251.42,891,Credit,No,No,2020,77
108235,Bangalore,Bangalore,Male,64,Retired,Savings,330490.4,508235,Transfer,544.21,ATM,44711,Home Loan,1248520.7,609,Debit,No,No,2013,35
108236,Kolkata,Pune,Male,22,Business,Savings,242376.49,508236,Transfer,166608.45,Mobile App,45338,Home Loan,1785007.1,650,None,Yes,No,2023,10
108237,Chennai,Ghaziabad,Male,31,Salaried,Salary,402622.78,508237,Payment,76917.3,Online,44870,Home Loan,1939434.04,888,Credit,Yes,Yes,2018,105
108238,Delhi,Faridabad,Male,62,Salaried,Savings,308068.04,508238,Transfer,83497.73,Mobile App,45166,Car Loan,1439510.15,509,Debit,No,Yes,2021,32
108239,Delhi,Ghaziabad,Female,69,Retired,Salary,114165.95,508239,Transfer,21934.94,Mobile App,45411,Personal Loan,1277548.67,749,None,No,No,2017,49
108240,Bangalore,Faridabad,Male,43,Student,Salary,146083.21,508240,Payment,95101.18,Branch,44793,Car Loan,196705.1,701,None,Yes,Yes,2019,15
108241,Bangalore,Pune,Male,67,Self-Employed,Savings,413656.75,508241,Deposit,155265.63,Branch,45293,Home Loan,881262.37,586,None,Yes,No,2014,66
108242,Chennai,Noida,Male,18,Salaried,Current,470674.45,508242,Transfer,59996.61,Online,45402,Personal Loan,373980.29,575,None,No,No,2011,90
108243,Pune,Bangalore,Male,30,Salaried,Salary,274453.81,508243,Withdrawal,165591.61,Mobile App,44823,None,759259.91,648,Debit,No,Yes,2019,41
108244,Chennai,Gurgaon,Female,40,Business,Current,193384.79,508244,Payment,130079.64,Mobile App,45457,Education Loan,282729.07,741,None,No,Yes,2010,110
108245,Hyderabad,Bangalore,Male,37,Retired,Current,312880.93,508245,Deposit,83079.45,ATM,45287,Personal Loan,1570710.98,440,Debit,Yes,Yes,2007,9
108246,Chennai,Noida,Female,24,Salaried,Savings,242269.83,508246,Payment,100978.55,Branch,44855,Home Loan,1026278.25,766,Credit,No,No,2023,6
108247,Bangalore,Delhi,Male,23,Business,Salary,421005.63,508247,Transfer,22442.6,ATM,44883,Personal Loan,221136.33,885,Debit,Yes,Yes,2016,57
108248,Kolkata,Noida,Female,26,Student,Current,416664.31,508248,Deposit,178790.05,Branch,45046,Education Loan,1041613.25,737,Credit,Yes,Yes,2016,46
108249,Bangalore,Noida,Male,45,Salaried,Current,228620.65,508249,Withdrawal,178781.91,Branch,44696,None,658803.86,554,Credit,Yes,No,2007,59
108250,Pune,Ghaziabad,Male,27,Retired,Savings,402486.53,508250,Payment,76552.06,Online,44657,Car Loan,1002713.77,535,Credit,Yes,No,2014,19
108251,Bangalore,Mumbai,Male,52,Business,Savings,97285.21,508251,Withdrawal,131824.83,ATM,44593,Personal Loan,513716.19,646,None,No,No,2021,4
108252,Delhi,Pune,Male,24,Student,Current,187583.1,508252,Payment,152947.17,Branch,45145,Home Loan,1512761.13,539,Debit,Yes,No,2006,83
108253,Chennai,Bangalore,Female,42,Business,Current,40721.3,508253,Transfer,165158.1,ATM,44976,Education Loan,16254.44,670,Credit,No,No,2011,61
108254,Mumbai,Mumbai,Male,47,Self-Employed,Savings,404089.33,508254,Payment,144961.47,ATM,45318,Personal Loan,280445.15,615,None,No,No,2017,73
108255,Chennai,Bangalore,Female,60,Retired,Savings,487646.32,508255,Withdrawal,100277.33,Branch,45238,Personal Loan,1142688.85,680,Credit,No,No,2017,68
108256,Hyderabad,Faridabad,Female,43,Retired,Savings,288805.4,508256,Payment,139599.4,Online,44871,Personal Loan,1296575.5,585,None,Yes,Yes,2020,37
108257,Kolkata,Delhi,Male,61,Salaried,Salary,383481.65,508257,Transfer,189489.6,Online,44965,Home Loan,83204.4,771,None,No,No,2007,3
108258,Kolkata,Mumbai,Female,29,Business,Savings,201395.46,508258,Transfer,94339.49,ATM,45329,Personal Loan,1332588.87,302,Credit,Yes,No,2021,55
108259,Chennai,Ghaziabad,Female,30,Student,Savings,281214.95,508259,Payment,16444.38,Branch,45016,Personal Loan,403089.39,643,Debit,No,No,2018,16
108260,Chennai,Delhi,Male,57,Salaried,Savings,174330.5,508260,Deposit,161736.66,Branch,45358,None,295028.46,667,None,Yes,Yes,2022,41
108261,Bangalore,Bangalore,Male,21,Retired,Salary,348726.84,508261,Transfer,144279,Mobile App,45095,Home Loan,40237.02,558,None,No,Yes,2018,92
108262,Mumbai,Gurgaon,Male,69,Business,Salary,123876.22,508262,Payment,59456.29,Online,45015,Personal Loan,983462.15,592,None,Yes,No,2005,96
108263,Pune,Faridabad,Male,18,Student,Savings,77467.88,508263,Transfer,117690.93,Branch,44637,Education Loan,1504711.04,572,Credit,No,No,2015,59
108264,Bangalore,Ghaziabad,Male,23,Retired,Savings,449380.99,508264,Transfer,14662.98,Online,44933,Car Loan,1190941.45,731,None,No,No,2014,25
108265,Delhi,Noida,Male,19,Student,Salary,432276.48,508265,Transfer,95858,Mobile App,44615,Car Loan,1731545.75,331,None,No,Yes,2012,116
108266,Delhi,Pune,Male,63,Business,Salary,417645.08,508266,Transfer,79867.01,Mobile App,45243,None,1068235.61,367,Debit,Yes,Yes,2018,113
108267,Kolkata,Gurgaon,Female,44,Student,Current,410949.76,508267,Transfer,50230.73,ATM,45247,Home Loan,17969.02,876,Debit,No,No,2010,80
108268,Kolkata,Noida,Female,35,Salaried,Salary,365022.98,508268,Transfer,30835.32,Mobile App,44810,Education Loan,1709455.74,747,Credit,Yes,No,2005,108
108269,Mumbai,Mumbai,Male,59,Salaried,Salary,437505.11,508269,Deposit,68808.81,Mobile App,44845,Home Loan,1837600.78,836,None,Yes,No,2023,109
108270,Kolkata,Pune,Female,46,Business,Savings,105896.95,508270,Deposit,187231.44,Branch,45163,Car Loan,1746563.58,596,Debit,Yes,Yes,2012,45
108271,Hyderabad,Delhi,Female,50,Retired,Savings,435330.95,508271,Transfer,102788.39,Branch,44813,Education Loan,380329.34,468,Debit,No,No,2005,29
108272,Delhi,Gurgaon,Female,20,Self-Employed,Savings,458978.03,508272,Deposit,40306.54,Mobile App,45018,Car Loan,1981094.55,659,None,Yes,Yes,2007,4
108273,Mumbai,Pune,Male,37,Self-Employed,Salary,358285.89,508273,Transfer,167102.39,Branch,45122,Car Loan,1922619.54,504,Debit,No,No,2013,72
108274,Delhi,Pune,Female,21,Self-Employed,Current,300076.37,508274,Transfer,53956.88,Branch,44972,Home Loan,1712752.35,329,Debit,Yes,Yes,2017,15
108275,Chennai,Ghaziabad,Male,35,Retired,Savings,118799.08,508275,Payment,160564.77,ATM,44728,Personal Loan,1162639.35,836,Credit,No,Yes,2010,61
108276,Chennai,Noida,Female,25,Salaried,Current,433214.19,508276,Withdrawal,3435.18,Branch,45165,None,396293.63,352,Credit,Yes,No,2008,39
108277,Mumbai,Mumbai,Male,39,Salaried,Current,288836.88,508277,Deposit,184682.61,ATM,45189,Education Loan,387428.79,542,Debit,No,Yes,2010,101
108278,Bangalore,Noida,Female,58,Salaried,Salary,305723.98,508278,Withdrawal,106950.93,Branch,45297,None,1037647.34,899,Credit,Yes,Yes,2009,21
108279,Hyderabad,Delhi,Female,39,Business,Salary,303674.1,508279,Transfer,152669.33,ATM,45299,Education Loan,1785080.07,350,None,No,Yes,2010,12
108280,Pune,Delhi,Male,36,Salaried,Savings,433522.96,508280,Payment,62912.45,ATM,45129,Car Loan,765773.72,877,Credit,No,Yes,2019,103
108281,Hyderabad,Mumbai,Female,45,Salaried,Salary,69351.61,508281,Transfer,169218.47,Online,44785,Education Loan,987997.13,614,None,No,No,2008,1
108282,Pune,Faridabad,Male,19,Salaried,Current,31774.49,508282,Transfer,138361.48,ATM,45364,Education Loan,838390.7,475,Credit,No,Yes,2005,61
108283,Kolkata,Bangalore,Male,26,Self-Employed,Salary,112767.89,508283,Payment,9517.12,Branch,45322,Home Loan,1476643.93,604,Credit,No,No,2011,52
108284,Pune,Mumbai,Male,52,Student,Salary,246388.12,508284,Payment,8219.86,ATM,44982,None,197994.9,786,None,Yes,Yes,2023,12
108285,Mumbai,Bangalore,Female,39,Salaried,Current,235238.51,508285,Deposit,72270.67,Mobile App,45453,None,1440209.34,433,None,No,Yes,2006,59
108286,Hyderabad,Faridabad,Female,43,Student,Salary,256503.47,508286,Payment,10470.58,ATM,44713,Education Loan,1570725.33,840,Debit,Yes,No,2006,84
108287,Pune,Mumbai,Male,51,Salaried,Salary,58053.29,508287,Deposit,8756.04,ATM,44841,Personal Loan,1430321.94,687,Debit,No,No,2020,48
108288,Kolkata,Mumbai,Male,24,Self-Employed,Savings,396653.31,508288,Deposit,75589.2,Mobile App,45103,Personal Loan,1354113.76,313,Credit,Yes,Yes,2023,38
108289,Delhi,Delhi,Male,47,Self-Employed,Current,151759.85,508289,Deposit,46242.25,Branch,44716,None,780675.67,800,Debit,No,Yes,2008,85
108290,Pune,Bangalore,Female,66,Student,Salary,456701.76,508290,Withdrawal,70232.21,Branch,45231,Education Loan,967167.1,568,Debit,Yes,Yes,2007,41
108291,Bangalore,Faridabad,Female,42,Self-Employed,Current,420141.72,508291,Withdrawal,80760.2,Branch,45461,None,423683.57,780,Credit,Yes,Yes,2009,88
108292,Kolkata,Mumbai,Male,66,Business,Salary,32667.7,508292,Deposit,17227.61,ATM,45356,Home Loan,1384443.1,300,Credit,Yes,No,2008,118
108293,Chennai,Pune,Female,26,Retired,Savings,27728.39,508293,Deposit,121228.03,Mobile App,44670,Car Loan,418100.8,855,None,No,No,2009,52
108294,Pune,Noida,Female,44,Retired,Salary,314860.29,508294,Withdrawal,69642.97,Online,45012,Home Loan,1115936.68,832,None,Yes,Yes,2017,2
108295,Chennai,Delhi,Male,18,Salaried,Salary,39560.76,508295,Deposit,152172.93,Branch,44695,Car Loan,1493892.9,454,None,Yes,No,2021,114
108296,Delhi,Pune,Male,50,Self-Employed,Current,286347.14,508296,Transfer,198247.66,Mobile App,45080,Education Loan,368920.01,767,Debit,Yes,Yes,2016,87
108297,Mumbai,Pune,Female,25,Retired,Salary,40502.65,508297,Transfer,76368.39,Mobile App,44936,Education Loan,541726.73,382,Debit,No,No,2010,17
108298,Kolkata,Gurgaon,Male,66,Student,Current,240194.86,508298,Payment,148414.79,Branch,44902,Home Loan,878121.42,447,None,No,Yes,2018,90
108299,Pune,Delhi,Male,49,Student,Savings,210134.21,508299,Deposit,59118.22,Online,45016,Home Loan,1294303.92,735,None,No,No,2010,36
108300,Pune,Bangalore,Female,57,Student,Current,295876.07,508300,Deposit,162270.14,Branch,44819,Personal Loan,646461.81,737,Credit,No,No,2011,102
108301,Delhi,Mumbai,Male,36,Salaried,Salary,178741.3,508301,Transfer,136632.05,Mobile App,45018,Home Loan,355653.63,564,None,No,No,2012,35
108302,Pune,Ghaziabad,Male,53,Retired,Current,70883.55,508302,Deposit,49918.09,Mobile App,44756,None,311171.73,746,None,Yes,Yes,2013,47
108303,Chennai,Ghaziabad,Female,67,Retired,Savings,421215.92,508303,Transfer,92181.76,Online,45313,Car Loan,525482.65,378,Debit,Yes,Yes,2022,89
108304,Pune,Pune,Male,62,Retired,Salary,150351.11,508304,Transfer,161250.22,Mobile App,44704,Personal Loan,809218.03,725,Debit,No,Yes,2017,112
108305,Pune,Pune,Female,39,Student,Savings,34664,508305,Deposit,141920.45,Branch,44596,None,185890.27,614,None,No,Yes,2020,30
108306,Chennai,Delhi,Male,56,Student,Savings,250796.82,508306,Deposit,6422.36,Branch,44774,None,1904293.91,333,None,No,No,2021,79
108307,Chennai,Bangalore,Female,43,Salaried,Salary,438959.83,508307,Transfer,408.93,Online,45346,Home Loan,1997945.59,586,None,Yes,Yes,2017,73
108308,Bangalore,Gurgaon,Female,20,Business,Salary,141079.39,508308,Deposit,150795.94,Branch,45399,Personal Loan,1742460.93,539,Credit,Yes,No,2008,119
108309,Bangalore,Delhi,Male,63,Retired,Current,225925.72,508309,Deposit,90784.92,Branch,44704,Education Loan,1654848.16,635,None,Yes,Yes,2016,0
108310,Chennai,Gurgaon,Male,26,Salaried,Salary,201881.37,508310,Withdrawal,102345.97,Branch,45085,Education Loan,858257.22,667,Credit,No,No,2010,56
108311,Hyderabad,Mumbai,Male,52,Student,Current,25145.61,508311,Withdrawal,192933.4,Online,45234,Home Loan,674127,676,Debit,No,No,2009,72
108312,Mumbai,Noida,Female,24,Business,Savings,434305.14,508312,Transfer,26529.91,Online,45454,Car Loan,865719.47,836,None,No,Yes,2007,58
108313,Bangalore,Noida,Female,32,Self-Employed,Current,379681.78,508313,Transfer,6539.8,ATM,45271,Home Loan,37767.9,706,None,No,No,2005,36
108314,Kolkata,Gurgaon,Male,21,Business,Salary,48788.68,508314,Payment,37875.35,Online,45243,Car Loan,319493.73,677,Debit,No,No,2010,13
108315,Bangalore,Pune,Male,54,Salaried,Current,66950.77,508315,Payment,142536.7,Mobile App,45234,None,1092857.02,694,Debit,No,Yes,2021,92
108316,Kolkata,Faridabad,Female,45,Business,Salary,6280.35,508316,Transfer,36515.14,ATM,45449,Personal Loan,1854248.76,314,Credit,Yes,No,2009,1
108317,Bangalore,Noida,Male,26,Student,Savings,492873.39,508317,Withdrawal,105776.79,Mobile App,44574,Education Loan,1854614.16,839,Debit,Yes,Yes,2007,2
108318,Chennai,Bangalore,Female,52,Business,Current,208673.92,508318,Transfer,171143.71,Online,44943,None,1428793.55,666,Debit,Yes,Yes,2016,49
108319,Pune,Ghaziabad,Male,65,Student,Current,465264.51,508319,Transfer,168091.79,Branch,45267,Home Loan,969797.39,438,Credit,Yes,No,2019,26
108320,Kolkata,Delhi,Male,65,Business,Current,210651.49,508320,Withdrawal,42134.32,Branch,45091,Personal Loan,535217.75,380,Debit,No,No,2015,5
108321,Pune,Mumbai,Male,68,Salaried,Current,52796.38,508321,Payment,179448.52,ATM,45187,Education Loan,828056.03,339,None,No,No,2017,36
108322,Pune,Faridabad,Female,42,Self-Employed,Savings,172318.77,508322,Transfer,198766.89,Mobile App,45282,None,1969848.05,773,Debit,Yes,Yes,2017,92
108323,Mumbai,Pune,Male,26,Retired,Salary,209697.58,508323,Payment,194806.28,ATM,44915,Home Loan,1714425.83,706,None,Yes,No,2014,108
108324,Bangalore,Bangalore,Female,69,Business,Current,89130.56,508324,Deposit,178249.1,ATM,45337,Car Loan,969017.43,447,None,No,No,2018,12
